Category_actor,Film_actor,Nominee_actor,Winner_actor,Year_actor,Rating_IMDB_actor,Release_date_actor,Rating_rtaudience_actor,Rating_rtcritic_actor,Oscarstat_totalnoms_actor,Release_Q1_actor,Release_Q2_actor,Release_Q3_actor,Release_Q4_actor,Nom_BAFTA_actor,Win_BAFTA_actor,Nom_GoldenGlobe_comedy-leadacting_actor,Win_GoldenGlobe_comedy-leadacting_actor,Nom_GoldenGlobe_drama-leadacting_actor,Win_GoldenGlobe_drama-leadacting_actor,Nom_GoldenGlobe_supportingacting_actor,Win_GoldenGlobe_supportingacting_actor,Oscarstat_previousnominations_acting_actor,Oscarstat_previouswins_acting_actor,Oscarstat_previousnominee_acting_actor,Oscarstat_previouswinner_acting_actor,Nom_Oscar_bestfilm_actor,Birthyear_actor,Age_actor,Age_[0-25]_actor,Age_[25-35]_actor,Age_[35-45]_actor,Age_[45-55]_actor,Age_[55-65]_actor,Age_[65-75] _actor,Age_[75+] _actor,Genre_action_actor,Genre_adventure_actor,Genre_biography_actor,Genre_crime_actor,Genre_comedy_actor,Genre_drama_actor,Genre_horror_actor,Genre_fantasy_actor,Genre_sci-fi_actor,Genre_mystery_actor,Genre_music_actor,Genre_romance_actor,Genre_history_actor,Genre_thriller_actor,Genre_war_actor,Genre_sport_actor,Genre_family_actor,Genre_filmnoir_actor,Genre_western_actor,MPAA_rating_actor,MPAA_G_actor,MPAA_PG_actor,MPAA_PG-13_actor,MPAA_R_actor,MPAA_NC-17_actor,Nowin_Criticschoice_actor,Win_Criticschoice_actor,Nonom_Criticschoice_actor,Nom_Criticschoice_actor,Nowin_SAG_acting_actor,Win_SAG_acting_actor,Nonom_SAG_acting_actor,Nom_SAG_acting_actor,Nowin_SAG_bestcast_actor,Win_SAG_bestcast_actor,Nonom_SAG_bestcast_actor,Nom_SAG_bestcast_actor,Female_actor,Category_director,Film_director,Nominee_director,Winner_director,Year_director,Rating_IMDB_director,Release_date_director,Rating_rtaudience_director,Rating_rtcritic_director,Oscarstat_totalnoms_director,Win_GoldenGlobe_bestdirector_director,Win_BAFTA_director,Win_DGA_director,Nom_GoldenGlobe_bestdirector_director,Nom_BAFTA_director,Nom_DGA_director,Oscarstat_previouswins_bestdirector_director,Oscarstat_previousnominations_bestdirector_director,Nom_Oscar_bestfilm_director,Release_Q1_director,Release_Q2_director,Release_Q3_director,Release_Q4_director,Genre_biography_director,Genre_crime_director,Genre_comedy_director,Genre_drama_director,Genre_horror_director,Genre_fantasy_director,Genre_sci-fi_director,Genre_mystery_director,Genre_music_director,Genre_romance_director,Genre_history_director,Genre_war_director,Genre_filmnoir_director,Genre_western_director,Genre_thriller_director,Genre_sport_director,Genre_family_director,Genre_action_director,Genre_adventure_director,MPAA_rating_director,MPAA_G_director,MPAA_PG_director,MPAA_PG-13_director,MPAA_R_director,MPAA_NC-17_director,Nowin_Criticschoice_director,Win_Criticschoice_director,Nonom_Criticschoice_director,Nom_Criticschoice_director,Category_film,Film_film,Nominee_film,Winner_film,Year_film,Rating_IMDB_film,Release_date_film,Rating_rtaudience_film,Rating_rtcritic_film,Oscarstat_totalnoms_film,Release_Q1_film,Release_Q2_film,Release_Q3_film,Release_Q4_film,Nom_Oscar_bestdirector_film,Nom_DGA_film,Nom_BAFTA_film,Win_DGA_film,Win_BAFTA_film,Nom_GoldenGlobe_bestcomedy_film,Nom_GoldenGlobe_bestdrama_film,Win_GoldenGlobe_bestcomedy_film,Win_GoldenGlobe_bestdrama_film,Genre_action_film,Genre_biography_film,Genre_crime_film,Genre_comedy_film,Genre_drama_film,Genre_horror_film,Genre_fantasy_film,Genre_sci-fi_film,Genre_mystery_film,Genre_music_film,Genre_romance_film,Genre_history_film,Genre_war_film,Genre_filmnoir_film,Genre_thriller_film,Genre_adventure_film,Genre_family_film,Genre_sport_film,Genre_western_film,MPAA_rating_film,MPAA_G_film,MPAA_PG_film,MPAA_PG-13_film,MPAA_R_film,MPAA_NC-17_film,Nowin_Criticschoice_film,Win_Criticschoice_film,Nonom_Criticschoice_film,Nom_Criticschoice_film,Nowin_SAG_bestcast_film,Win_SAG_bestcast_film,Nonom_SAG_bestcast_film,Nom_SAG_bestcast_film,Nowin_PGA_film,Win_PGA_film,Nonom_PGA_film,Nom_PGA_film
Supporting Actress,Judgment at Nuremberg,Judy Garland,0,1962,8.3,1961-12-18,93.0,90.0,11,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1922.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NOT RATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Judgment at Nuremberg,Stanley Kramer,0,1962,8.3,1961-12-18,93,90,11,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NOT RATED,0,0,0,0,0,0,0,0,0,Picture,Judgment at Nuremberg,Judgment at Nuremberg,0,1962,8.3,1961-12-18,93,90,11,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NOT RATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,The Hustler,Paul Newman,0,1962,8.0,1961-10-27,93.0,98.0,9,0,0,0,1,1,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1925.0,37.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,The Hustler,Robert Rossen,0,1962,8.0,1961-10-27,93,98,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,Picture,The Hustler,The Hustler,0,1962,8.0,1961-10-27,93,98,9,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,The Hustler,Piper Laurie,0,1962,8.0,1961-10-27,93.0,98.0,9,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1932.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,The Hustler,Robert Rossen,0,1962,8.0,1961-10-27,93,98,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,Picture,The Hustler,The Hustler,0,1962,8.0,1961-10-27,93,98,9,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Hustler,Jackie Gleason,0,1962,8.0,1961-10-27,93.0,98.0,9,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1916.0,46.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,The Hustler,Robert Rossen,0,1962,8.0,1961-10-27,93,98,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,Picture,The Hustler,The Hustler,0,1962,8.0,1961-10-27,93,98,9,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Hustler,George C. Scott,0,1962,8.0,1961-10-27,93.0,98.0,9,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1927.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,The Hustler,Robert Rossen,0,1962,8.0,1961-10-27,93,98,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,Picture,The Hustler,The Hustler,0,1962,8.0,1961-10-27,93,98,9,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,West Side Story,George Chakiris,1,1962,7.6,1961-12-23,84.0,94.0,11,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1934.0,28.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,West Side Story,Robert Wise,1,1962,7.6,1961-12-23,84,94,11,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,Picture,West Side Story,West Side Story,1,1962,7.6,1961-12-23,84,94,11,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,West Side Story,Rita Moreno,1,1962,7.6,1961-12-23,84.0,94.0,11,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1931.0,31.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,West Side Story,Robert Wise,1,1962,7.6,1961-12-23,84,94,11,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,Picture,West Side Story,West Side Story,1,1962,7.6,1961-12-23,84,94,11,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,To Kill a Mockingbird,Gregory Peck,1,1963,8.3,1963-03-16,93.0,91.0,8,1,0,0,0,1,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1916.0,47.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT RATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,To Kill a Mockingbird,Robert Mulligan,0,1963,8.3,1963-03-16,93,91,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT RATED,0,0,0,0,0,0,0,0,0,Picture,To Kill a Mockingbird,To Kill a Mockingbird,0,1963,8.3,1963-03-16,93,91,8,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT RATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,To Kill a Mockingbird,Mary Badham,0,1963,8.3,1963-03-16,93.0,91.0,8,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1952.0,11.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT RATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,To Kill a Mockingbird,Robert Mulligan,0,1963,8.3,1963-03-16,93,91,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT RATED,0,0,0,0,0,0,0,0,0,Picture,To Kill a Mockingbird,To Kill a Mockingbird,0,1963,8.3,1963-03-16,93,91,8,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT RATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Lawrence of Arabia,Peter O'Toole,0,1963,8.3,1962-12-11,93.0,97.0,10,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1932.0,31.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Lawrence of Arabia,David Lean,1,1963,8.3,1962-12-11,93,97,10,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PG,0,1,0,0,0,0,0,0,0,Picture,Lawrence of Arabia,Lawrence of Arabia,1,1963,8.3,1962-12-11,93,97,10,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
